project_name,filename,smell_name,occurrence_id,line,new_commit,new_commit_message,new_commit_date,new_change_type,first_commit_date,removing_number_commits,number_commits,release_hash,release_date,relative_path,new_feature,bug_fixing,enhancement,refactoring,first_commit_goal
* Simplified the handling of uint8 and float32 numpy image arrays. KerasPilot.run() now expects uint8 data, transforms into float32 and delegates to its children. The corresponding rescaling step is gone from the car app
* smaller updates/fixes to environment and config files
* added support for tflite pilots in makemovie

* Improvements to the car app and handling of KerasPilot parts:
* Added docstring to KerasPilot methods
* Fixed bad merge for model types in complete config

* Add configuration to allow creating sub directories for each tub (like the legacy tub) or by default store all recordings in the data directory directly. (#649)

* Update setup.py with progress module for pi (#650)

* Update setup.py

* Update setup.py

Made changes online.

* Add testing for training: (#651)

* added example tub data as tar.gz in tests with 1000 records
* check validation data size in train
* created new test_train.py
* added support for read-only tub, required to create r/o tub in tmp dir
* changed loss in categorical model to equally weight throttle and steering
* changed mod on scripts to u+x

* Rename `drive.py` to `manage.py` to preserve CLI compat. (#656)

* Train still prompts you to move to then new entry point.
* Also fixes https://github.com/autorope/donkeycar/issues/655

* Cleanup exit handlers in the new datastore. (#657)

* Minor datastore_v2 improvements. (#658)

* Add __exit__ handlers again.
* Use `os.linesep` to deal with line separators consistently.

* Be explicit about newline characters (#660)

* Be explicit about newline characters #2 (#661)

* Remove the extra flush(). Windows is less forgiving (#662)

* Remove redundant code (#663)

* Windows Doc Updates (#668)

Added more options for Installing Donkey Car on Windows.

- Anaconda
- Native
- Windows Subsystem for Linux (WSL) - experiential

These options give more flexibility and could make deployment easier for some individuals.  I personally always install donkey car natively onto Python installed on the System.  I will be looking more into WSL going forward as it has some interesting benefits.

* Integrate osx into travis. (#665)

* add in --user flag for MakeMovie so that you can select if you want to draw the line on the video or not.  default: true

* updated args.draw_user_input

* update to include recommendations

* added in brake functionality for simulator only

fix typo in drivemode return which checked pilot/throttle instead of brake

* fix autorope/issue #671 (#672)

* Jonathans changes from issue #634 and PR #646 (#676)

* Bump version to 4.0.1 (#677)

* Fix template docopt, as it's called managed.py and not drive.py

* Allow overriding WEB_CONTROL_PORT from env variable

* - Add simulator support to basic.py (#682)

- Update cfg_basic.py with simulator parameters

* Switch to using memory-mapped files when reading. (#691)

* This makes reading a 100x faster.

* new: mqtt telemetry support (#688)

* A configurable training pipeline. (#693)

* Implement a Lazy transformable pipeline.
* Implement basic batching. However, this will need to be improved
  further for models with multiple outputs.
* Replace the old `Sequence` implementation used with a new `Pipeline`.

Test: Ran end to end tests.

* The telemetry mqtt test is breaking w/ a timeout on the connection to the server.

* change the public mqtt server name to one that's listening

* * Overriding inference in TensorRT as pass as it is not needed here. (#698)

* Need to implement inference to run on the normalised image (#699)

* Fix sequence iterators (#704)

* Change training pipeline from tf.Sequence to tf.data (#701)

* Improve pipeline use: move from building list of pipelines of single transforms to building a single pipeline with a list of transforms (actually just looping through function to go from TubRecord -> image -> augment -> normalise -> x and TubRecord -> y).

Fixed TfmIterators and TfmIterables.
* Iterables are the containers and are sized - these are the user objects
* Iterators are protocol objects to allow iteration, they have no logic and are local to the Iterables
* build/map_pipeline both return sized Iterables
* removed all batch logic, this is not required
* still commented but left code that uses generator based pipeline as this is simpler code

Using new small temporary pipeline generator
* this keeps the TubSequence lazy and avoids to roll out the pipeline into a list
* added a test to check consistency of the pipeline
* remove empty (after moved) augmentation file
* removed augmentation from old tub (as it's not needed and we removed the old augmentation)

New pipeline changes:
* moved augmentation into own class that is used above and can be used a  threaded or non-threaded part
* moved train functionality out of template and added 'donkey train', train.py just a simple dummy script for backward compatibility

* Address code reviews:
* Re-base on current dev to use un-altered sequence.py
* Add iterator consistency test to pipeline tests
* Undo changes in fast_stretch.py
* better tf shape manipulation
* small code improvements in training.py
* remove sleep in augment part

* Address code reviews:
* Add clearing of tubrecord list and minor renamings

* * Add support for multi-dimensional model input and making the x, y interface symmetrical on the model / training interface: (#707)

- x/y_transform extract x, y as numpy arrays or floats out of the record
  - x/y_translate convert the numpy arrays of floats into tf-readable dictionaries used in tf data.
* Simplify model interface by implementing output_types() directly in the base class using output_shapes() dictionary.
* Adding developer guide for own model development
* Updated donkey command documentation
* Improve asserts and type hints in keras.py
* Added missing __init__.py in parts module.
* Add cool ascii text for donkey init and update yml and setup files including mypy
* Remove model training test from Travis and change the test to relative convergence. This avoids random fall overs in CI.
* Added test of tf.data as used in the training pipeline through re-implementation of data transformation from tub records to tf expected dictionaries, for all currently supported models.

* Minor changes for 4.1 in tub conversion script and developer doc (#708)

* Minor changes for 4.1
* Update conversion script to translate discontinuous data.
* In developer guide add disclaimer for version and correct intra-page links.

* * Update doc with donkey train command.
* Update doc with developer section for building own models in donkey 4.1
* Integrate changes from PR feedback

* Incorporate PR feedback
* Add empty records concept to tub
* Minor updates to conversion script

* Incorporate PR feedback
* Add empty record type into conversion script

* docs: fix simple typo, unfarmilar -> unfamiliar (#714)

There is a small typo in docs/guide/host_pc/setup_windows.md.

Should read `unfamiliar` rather than `unfarmilar`.

* Added the ability to train PyTorch models (#706)

* Added in PyTorch and PyTorch Lightning to train a DC model

Successfully able to train a ResNet18-based model using PyTorch
Lightning.

* Removed hard-coded max number of epochs (used for debugging)

* Added an inference transform to ResNet18 to convert PIL -> tensor

* Unsqueezed input tensor during inference for batch dimension

* Reshaped ResNet output from (1, 2) to (2,)

* Added the ability to resume training from a checkpoint

* Added helper print message when tensorboard logging is enabled

* Updated docopt arguments for train.py. Made checkpoint optional

* Changed TorchTubDataset from sub-classing Dataset to IterableDataset

This was done in response to https://github.com/autorope/donkeycar/pull/706#discussion_r548137252

* Renamed load_image_arr to load_image. Updated load_pil_image

load_pil_image will now handle converting the image to greyscale
(vs. this being done in load_image).

* Updated enviroments for Mac and Ubuntu. Set Python=3.7

* Updated installation documentation. Added script to setup Nano

Updated the installation instructions for Ubuntu, Mac, and Windows.
Clarified a common issue that occurs when running pip install -e .[pc]
with ZSH.

Also added a script to setup the Jetson Nano and updated the documentation
for the Nano (it previously was installing tensorflow 1.x).

* Added torch flag to setup.py to install pytorch

* Moved pytorch training into base.py and removed from train.py

* Moved Jetson Nano python package installation into requirements.txt

* Formatted with PEP8 to clean up pytorch code

* Updated docs to provide work-around for ZSH pip install -e .[pc]

* Removed duplicate dependencies in conda env files

* ResNet18 torch model now returns training loss history

* Added test file for PyTorch training

Still need to make sure this passes Travis CI.

* Added lightning_logs to .gitignore

* You can now specify the default AI framework to use in config.py

This reduces the number of command line arguments you are required
to provide.

* get_model_by_type for PyTorch now lazy imports ResNet18

* Added help message to torch_train. Got rid of linear model type

* Updated pytorch tests and fixed some syntax errors

* ResNet18 example input shape updated to be (B, 3, 224, 224)

Also now passing output_shape to load_resnet18 to modify how many
output classes are used

* No longer pinning requirement versions for Jetson Nano

* Fixed formatting in setup.py

* update configuration so that IMAGE_H and IMAGE_W are passed through to the simulator (#674)

Co-authored-by: Jordan Whited <jordan@jordanwhited.com>
Co-authored-by: Tawn Kramer <tawnkramer@gmail.com>
Co-authored-by: wallarug <wallarug@coliemore.com.au>
Co-authored-by: sctse999 <jonathan@tsez.net>
Co-authored-by: DGarbanzo <47540921+DocGarbanzo@users.noreply.github.com>
Co-authored-by: Craig <cfox570@mac.com>
Co-authored-by: DocGarbanzo <dirk.prange@web.de>
Co-authored-by: Meir Tseitlin <meir.tech@gmail.com>
Co-authored-by: Tim Gates <tim.gates@iress.com>
Co-authored-by: Eric Wiener <ericwiener3@gmail.com>",2021-01-04 02:17:19+00:00,MODIFY,2016-12-10T06:35:09Z,1943.0,1943.0,c8c8dd1638936068c495b445ef64c36b72f38a8c,2021-04-28T21:06:01Z,donkeycar/templates/train.py,1.0,1.0,1.0,1.0,enhancement
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/e6f6cd1a8f79df87334d4745ae74d5831c16b695/input/modified/convokit/classifier/bow_classifier.py,columns_and_datatype_not_explicitly_set,1,98,e74917c427702bd2465e6108d8a0a88916cd7a21,refactored bow classifier,2020-01-07 08:50:24+00:00,MODIFY,2016-03-14T19:04:22Z,712.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/classifier/bow_classifier.py,0.0,0.0,0.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/331c37952b80357d8f34764a7ab84292b854c71c/input/modified/convokit/forecaster/CRAFTModel.py,columns_and_datatype_not_explicitly_set,1,222,1b1a3857eb4e44174ff6445879592e7fa6f944d2,"New Forecaster framework (#217)

Co-authored-by: seanzhangkx8 <106214464+seanzhangkx8@users.noreply.github.com>
Checked through all implementation and documentation, run demo and got expected results!",2024-07-31 03:25:33+00:00,MODIFY,2016-03-14T19:04:22Z,1437.0,1437.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/forecaster/CRAFTModel.py,1.0,0.0,0.0,0.0,new_feature
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/d5d3129e1f159a00fa260e48cb48bd7a56c99d05/input/modified/convokit/model/conversation.py,in_place_apis_misused,1,36,99a23d1650ade70e5ada8c7bbac6bd7c87621d1c,"Black formatting and pre-commit hooks (#163)

* added Black formatting

* ran Black fmt

* black on setup.py and examples",2022-07-05 06:41:04+00:00,MODIFY,2016-03-14T19:04:22Z,1287.0,1287.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/conversation.py,1.0,0.0,0.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/56c0fcebcae4d405aad59a5bf9e72937cd4d5be0/input/modified/convokit/model/convoKitMatrix.py,columns_and_datatype_not_explicitly_set,2,74,57edd73d939a93067c16f1376d6cd10207a8a1b3,"updated notebooks, tweaks to corpus",2020-08-03 14:08:53+00:00,MODIFY,2016-03-14T19:04:22Z,1010.0,1010.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/convoKitMatrix.py,0.0,0.0,1.0,0.0,enhancement
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/16cc7df2d82cd20de49820cf96f9be83ff26240c/input/modified/convokit/model/corpus.py,columns_and_datatype_not_explicitly_set,1,1173,c307e41780e05d39d422ee9d2d13cbc087730847,+ vector matrix append method,2020-08-03 11:38:26+00:00,MODIFY,2016-03-14T19:04:22Z,1009.0,1009.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/corpus.py,0.0,0.0,0.0,0.0,other
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/6c775ad52280a68cb47064863b598937d4114341/input/modified/convokit/model/corpus.py,columns_and_datatype_not_explicitly_set,1,387,ab6e4c3bfdd2271d3a1c9d7ee4d14885806bf32e,refactoring dataframe getters and including them for Conversation,2020-06-19 12:21:12+00:00,MODIFY,2016-03-14T19:04:22Z,947.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/corpus.py,0.0,0.0,1.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/6093045df7d7a23c57da020529cf312d3116f400/input/modified/convokit/model/corpus.py,columns_and_datatype_not_explicitly_set,1,1171,c1a1a0fb7a049cae9ebbac9b5449b1e315f6ad13,doc fixes/updates and version update,2020-05-11 14:31:19+00:00,MODIFY,2016-03-14T19:04:22Z,878.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/corpus.py,0.0,1.0,1.0,0.0,bug_fixing
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/faed84c7250194dc7fd8ebe2fdd0b1555e2d2219/input/modified/convokit/model/corpus.py,in_place_apis_misused,1,971,178b7fbd4d8b39c15d9a452f4d35a53011391648,"arg change: vectors -> preload_vectors, internal change to set repr",2020-07-28 08:20:54+00:00,MODIFY,2016-03-14T19:04:22Z,965.0,965.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/corpus.py,0.0,0.0,1.0,0.0,enhancement
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/573c045b18e890dac05eb524af9d344cb3c9c871/input/modified/convokit/model/corpus.py,columns_and_datatype_not_explicitly_set,1,387,7e8795577b4f305a7927700b073104b9ebf2212b,renaming views to get_[obj]_dataframe + deprecating set_info / get_info,2020-06-06 03:57:29+00:00,MODIFY,2016-03-14T19:04:22Z,928.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/corpus.py,0.0,0.0,0.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/67cd2d217b434a9fd5c3a0038c92607b14617a9c/input/modified/convokit/model/speaker.py,columns_and_datatype_not_explicitly_set,1,161,ab6e4c3bfdd2271d3a1c9d7ee4d14885806bf32e,refactoring dataframe getters and including them for Conversation,2020-06-19 12:21:12+00:00,MODIFY,2016-03-14T19:04:22Z,947.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/model/speaker.py,0.0,0.0,1.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/4433375c4c432b06d2579105d363f119d20058ab/input/modified/convokit/paired_prediction/pairedPrediction.py,columns_and_datatype_not_explicitly_set,1,221,32e4a02b1362993453a3d63c240b4f9117792638,separated Pairer functionality from pairedprediction,2020-01-07 08:49:54+00:00,MODIFY,2016-03-14T19:04:22Z,711.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/paired_prediction/pairedPrediction.py,0.0,0.0,0.0,0.0,other
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/e4516e2c3a5a99dc4b80ce4dd6d96649110a2b12/input/modified/convokit/politenessStrategies.py,columns_and_datatype_not_explicitly_set,1,59,8bd9e848d96eab2d71253e2422dad0d1bfbaeb18,2.0 refactor of PolitenessStrategies module,2019-01-24 20:04:57+00:00,MODIFY,2016-03-14T19:04:22Z,211.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/politenessStrategies.py,0.0,0.0,0.0,1.0,refactoring
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/795612f400f1c5526f1ce0e0a2f0116baf329022/input/modified/convokit/questionTypology.py,columns_and_datatype_not_explicitly_set,1,448,b0222ad19d78027bab8efdb568ecf2d63724ebee,update QuestionTypology docstrings,2019-04-17 17:14:00+00:00,MODIFY,2016-03-14T19:04:22Z,302.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/questionTypology.py,0.0,0.0,1.0,0.0,enhancement
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/2eac626f95e961dff4eee6a00922550e3d1f73e2/input/modified/convokit/ranker/ranker.py,columns_and_datatype_not_explicitly_set,1,47,104fc9bd4053fe1af2db20ec965b083e2bbc38b2,analyze -> summarize,2019-11-21 22:56:39+00:00,MODIFY,2016-03-14T19:04:22Z,633.0,952.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,convokit/ranker/ranker.py,0.0,0.0,0.0,0.0,other
CornellNLP/Cornell-Conversational-Analysis-Toolkit,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/CornellNLPCornell-Conversational-Analysis-Toolkit_analysis/7a130d642030b32ec6dab2f5be0e7d4e97c13282/input/modified/datasets/politeness-corpus/convert_politeness_corpus.py,columns_and_datatype_not_explicitly_set,1,63,0e44dd838df191a22c6ba0548a44f8e3d26d34cb,"fix: run black formatting (#193)

* fix: black

* run black",2023-04-07 06:06:22+00:00,MODIFY,2016-03-14T19:04:22Z,1399.0,1399.0,dbca34f1d38ac3838d58f0344bbf48ae51dcab3d,2023-07-25T20:03:43Z,datasets/politeness-corpus/convert_politeness_corpus.py,0.0,1.0,0.0,1.0,bug_fixing
allegroai/trains,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/allegroaitrains_analysis/e905743fbf27884e30fadef84ab3a02a6fdf1ed5/input/modified/clearml/automation/optimization.py,columns_and_datatype_not_explicitly_set,1,1464,1b3574a7ca2012ffd66bd03b297a1f1b733356a1,Remove pandas from HyperParameter optimizer requirements,2021-01-10 11:02:28+00:00,MODIFY,2019-06-10T08:18:32Z,976.0,976.0,c8e0e6b7407a9801e9029cea94a3ec552fa85a32,2020-12-22T22:19:21Z,clearml/automation/optimization.py,0.0,0.0,1.0,1.0,enhancement
allegroai/trains,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/allegroaitrains_analysis/95785e7637214d4e5ef48239fa8e7e99a468d804/input/added/examples/frameworks/jsonargparse/pytorch_lightning_cli.py,pytorch_call_method_misused,1,74,a0bc87ab5c8c29cc1346984a9225b164a5b34dd4,Support pytorch-lightning CLI >=2.0,2023-05-11 12:59:11+00:00,MODIFY,2019-06-10T08:18:32Z,2096.0,2096.0,c8e0e6b7407a9801e9029cea94a3ec552fa85a32,2020-12-22T22:19:21Z,examples/frameworks/jsonargparse/pytorch_lightning_cli.py,0.0,0.0,1.0,0.0,enhancement
allegroai/trains,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/allegroaitrains_analysis/86aa3aaa986fbf4226f52764c71c47df9d1b0f97/input/modified/trains/automation/optimization.py,columns_and_datatype_not_explicitly_set,1,1348,8ec6bba4d91104a2bdd2e537bec21078529540e0,"Fix Optimizer limits and values, update trains version in examples",2020-09-15 16:14:45+00:00,MODIFY,2019-06-10T08:18:32Z,769.0,976.0,c8e0e6b7407a9801e9029cea94a3ec552fa85a32,2020-12-22T22:19:21Z,trains/automation/optimization.py,0.0,1.0,1.0,0.0,bug_fixing
GoogleCloudPlatform/python-docs-samples,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735243578.6335516/GoogleCloudPlatformpython-docs-samples_analysis/00dc7dedb112448bdda1a534cea1d5ccd1797f6d/input/modified/bigquery/datalab-migration/samples_test.py,in_place_apis_misused,1,282,b04113a34cd16ad2da09d0e29caffb9f43b19c3f,"test: add retries to flaky datalab-migration test (#8435)

* test: add retries to flaky datalab-migration test

* test: change name of function

* test: remove invalid type hint

* test: fix import order lint issue

* linting",2022-11-02 17:25:59+00:00,MODIFY,2015-05-04T23:26:13Z,6174.0,6174.0,,,bigquery/datalab-migration/samples_test.py,1.0,1.0,1.0,1.0,new_feature
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/c4d36c25c5fe1395530b00add9ccef1a60324e6e/input/modified/cogdl/models/base_model.py,pytorch_call_method_misused,1,40,37359d559ae4f9f2c0c34d851abaa0a0950d120a,"[Framework] Unify the GNN training loop (#285)

* new framework

* Update runner/wrappers and models

* Add link_prediction wrappers

* Support multiplex embedding

* Add gcc

* support ddp

* Add heterogeneous wrappers

* update Evaluator

* update

* Fix experiment API

* Add loggers

* Fix experiment API

* Fix bugs in ddp_training

* fix bugs

* Fix hyperparameter search

* Fix hyperparameter search

* Remove tasks/trainers & Fix models

* [BugFix] Fix bugs in graph_classification datawrapper

* modify custom_dataset

* fix bugs for graph_classification

* Fix some tests

* [BugFix] Fix bugs in link prediction and graph classification

* modify custom_dataset

* fix bugs for graph_classification

* fix bugs in defining custom dataset

* fix bugs in link_prediction and graph_classification

* Fix some tests

* [BugFix] fix bugs in gnn_link_prediction

* modify custom_dataset

* fix bugs for graph_classification

* fix bugs in defining custom dataset

* fix bugs in link_prediction and graph_classification

* fix bugs in gnn_link_prediction

* Fix tests & examples

* Fix tests

* Try to fix metaclass

* Fix GenericMeta

* Fix tests

* Fix tests

* Improve coverage

* Improve coverage

* Python 3.7

* fix bugs in sagn and pprgo tests

* Change to trainer

Co-authored-by: THINK2TRY <48679723+THINK2TRY@users.noreply.github.com>
Co-authored-by: THINK2TRY <hzyjuly11@163.com>",2021-10-13 17:26:42+00:00,MODIFY,2019-03-18T15:29:35Z,420.0,420.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/base_model.py,1.0,1.0,1.0,1.0,new_feature
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/e34f30596dad9aeb754757d10ab77c72d020a747/input/modified/cogdl/models/emb/dngr.py,pytorch_call_method_misused,1,127,096f36bebaa57c4a1cc94a21d037e6d3d6b9e541,"[Bugfix] Fix sample adj (#301)

* Fix sample_adj & docs",2021-11-05 16:42:39+00:00,MODIFY,2019-03-18T15:29:35Z,432.0,432.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/emb/dngr.py,0.0,1.0,0.0,0.0,bug_fixing
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/1a047cdd9b75c15451d93f8e4fd43d50e90f5720/input/modified/cogdl/models/emb/dngr.py,pytorch_call_method_misused,2,135,cd2fb38ef1f09fc5df8ac6d663d6e297fb5f62b4,fix multiplex node classification dataset,2020-06-06 08:08:18+00:00,MODIFY,2019-03-18T15:29:35Z,133.0,399.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/emb/dngr.py,0.0,1.0,0.0,0.0,bug_fixing
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/e34f30596dad9aeb754757d10ab77c72d020a747/input/modified/cogdl/models/emb/gatne.py,pytorch_call_method_misused,1,111,096f36bebaa57c4a1cc94a21d037e6d3d6b9e541,"[Bugfix] Fix sample adj (#301)

* Fix sample_adj & docs",2021-11-05 16:42:39+00:00,MODIFY,2019-03-18T15:29:35Z,432.0,432.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/emb/gatne.py,0.0,1.0,0.0,0.0,bug_fixing
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/379431a0dad1e241f7ece8bb0c1c3846eb7d0c8d/input/added/cogdl/models/emb/hin2vec.py,pytorch_call_method_misused,1,74,cd2fb38ef1f09fc5df8ac6d663d6e297fb5f62b4,fix multiplex node classification dataset,2020-06-06 08:08:18+00:00,MODIFY,2019-03-18T15:29:35Z,132.0,399.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/emb/hin2vec.py,0.0,1.0,0.0,0.0,bug_fixing
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/e34f30596dad9aeb754757d10ab77c72d020a747/input/modified/cogdl/models/emb/sdne.py,pytorch_call_method_misused,1,111,096f36bebaa57c4a1cc94a21d037e6d3d6b9e541,"[Bugfix] Fix sample adj (#301)

* Fix sample_adj & docs",2021-11-05 16:42:39+00:00,MODIFY,2019-03-18T15:29:35Z,432.0,432.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/emb/sdne.py,0.0,1.0,0.0,0.0,bug_fixing
THUDM/cogdl,/home/gilberto-1/github/wrapper_code_smile/output_analysis/1735158796.965824/THUDMcogdl_analysis/b76a84a74ca6544eaa9ce5989f20e7fe69c29359/input/modified/cogdl/models/nn/deepergcn.py,pytorch_call_method_misused,1,262,c3d9f014f1b943160bf068ef39b75a9210304c3d,"[Feature] Add GeSPMM and unify sampling training (#193)

* Fix bugs in trainers and add tests for gespmm

* Fix typo

* Add test for ClusterGCN

* Update .travis.yml

* Fix bugs in tests

* Add installing metis

* Add metis dependency

* Fix bugs in installing metis",2021-03-02 03:43:57+00:00,MODIFY,2019-03-18T15:29:35Z,327.0,399.0,c9c6ddef3b2222845a4429aa3653fa76bd71b2a9,2021-11-20T15:34:10Z,cogdl/models/nn/deepergcn.py,1.0,1.0,1.0,0.0,new_feature
